"y","x1","x2","x3","x4","x5","x6","x7","x8","x9","x10"
1.09762668169117,1,0,0,1,7.0016362844035,0,0,0,1,0
4.71997947758614,0,0,1,1,-2.10120424162596,0,0,0,0,0
6.54526378678574,1,0,0,1,-3.11978689394891,0,0,0,1,0
4.17748479746434,1,0,1,1,2.60278421454132,0,0,1,0,0
4.93120472765508,1,0,1,1,-0.191053948365152,0,0,1,0,0
4.27056299812122,1,0,0,0,7.53043953794986,0,1,1,0,0
2.36330475435609,1,0,0,1,-1.89496865496039,1,0,0,0,0
3.66857504680675,1,0,1,1,3.44755354337394,0,0,1,0,1
3.72889555702656,0,0,1,1,3.1632339162752,0,0,1,0,0
7.31809707648099,1,0,0,1,0.334637095220387,0,0,0,1,1
7.05352343412158,1,0,0,1,1.41043629962951,0,0,0,1,1
2.82127354677115,0,0,0,1,0.835498059168458,1,0,1,0,0
6.98874201624054,1,0,0,1,0.424516480416059,0,0,0,1,1
2.84006539898284,1,0,0,1,0.572949587367475,1,0,0,0,0
4.76714915196516,0,0,1,1,-1.85970711521804,0,0,1,0,0
6.8977222083565,0,0,0,1,2.03821649774909,0,0,1,1,0
0.954584509223085,1,0,0,0,-5.78042877838016,0,1,1,0,1
2.17233856015674,0,0,0,0,-6.33139635901898,0,1,0,0,1
1.77060398072414,0,0,1,1,4.58044649101794,0,0,1,0,1
0.548244256301607,0,1,0,0,1.36679830960929,0,0,0,0,1
1.2302371387195,0,0,0,1,-2.57665171753615,1,0,0,0,0
2.91854669373261,1,0,0,1,-0.321148200891912,1,0,0,0,0
2.1408172366105,1,0,0,1,1.58510891254991,1,0,1,0,0
2.10143027915978,1,0,0,1,6.71928472351283,0,0,1,1,1
13.1131548255197,1,1,0,0,-7.13722956366837,0,0,1,0,0
1.06243832777791,1,0,0,0,-0.720167937688529,0,1,1,0,1
5.0781386257137,1,0,0,0,9.52729899436235,0,0,1,0,0
2.15049027213629,1,0,0,1,-6.8371193530038,0,0,0,1,0
4.32571340646913,0,0,0,1,5.49419226590544,0,0,0,1,0
2.30951009401014,1,0,0,1,2.16338048689067,1,0,0,0,0
3.96020662726787,1,0,0,1,-5.9299095114693,0,0,1,1,0
0.594809776251807,1,0,1,1,-4.98818270862103,0,0,0,0,1
3.02514281960865,1,0,0,1,0.15445411670953,1,0,1,0,0
3.92669044513811,1,0,1,1,2.95662495773286,0,0,0,0,1
0.761810175647239,1,0,0,1,-2.72062442265451,1,0,1,0,0
5.6708006031487,0,1,0,0,-2.38059275317937,0,0,0,0,1
2.98663740590603,1,0,0,1,-1.26468282658607,1,0,1,0,0
6.97711693576907,1,0,0,1,-1.45572314504534,0,0,0,1,0
6.52952163490524,1,0,0,1,-2.68000332638621,0,0,0,1,0
3.17565566464379,0,0,0,1,0.0451629562303424,1,0,0,0,0
4.61509306107394,0,0,1,1,1.99727243743837,0,0,1,0,0
2.57903347794027,1,0,0,1,-2.19532252289355,1,0,0,0,1
3.00146712033025,0,0,0,1,-1.2121118651703,1,0,1,0,1
6.3569373452365,1,0,0,1,2.772172158584,0,0,1,1,0
2.65354202342093,0,0,0,1,-1.52548214886338,1,0,1,0,0
3.05109511160088,0,0,0,1,-0.250731883570552,1,0,0,0,1
4.2130374620074,0,0,1,1,2.45996660552919,0,0,0,0,0
2.60711873570573,1,0,0,1,1.38728286605328,1,0,1,0,1
4.95637391917825,0,0,0,1,-4.81532638892531,0,0,1,1,1
5.01819383695844,0,0,0,1,4.75852760486305,0,0,0,1,0
3.74426389733844,1,0,1,1,2.85667430609465,0,0,0,0,1
1.82801975542659,0,0,0,1,2.32216453645378,1,0,1,0,1
6.34997781553057,1,0,0,1,3.64732886198908,0,0,1,1,1
7.1362341350827,0,0,0,1,1.1839388217777,0,0,1,1,1
2.45983223817974,1,0,0,1,-1.30469494964927,1,0,0,0,0
2.1163363738654,0,0,0,1,-2.71485316567123,1,0,1,0,1
6.70382764760384,0,0,0,1,2.327652387321,0,0,0,1,1
4.5896186940966,0,0,1,1,1.47349012084305,0,0,0,0,1
6.9088283148273,0,0,0,1,-0.742744286544621,0,0,1,1,1
4.466032754269,1,0,1,1,-2.42116034030914,0,0,1,0,1
2.70372297544771,1,0,0,1,-0.71477375458926,1,0,1,0,0
1.31219618710674,1,0,0,0,-0.202846303582191,0,1,0,0,0
4.90514853677215,0,0,1,1,1.27427120693028,0,0,1,0,1
2.65770415456885,0,0,0,1,-1.36469547636807,1,0,1,0,0
5.97441061946627,0,1,0,0,4.70652889460325,0,0,0,0,0
5.71997863897802,1,0,0,1,4.36421410180628,0,0,0,1,1
6.14210830478779,0,0,0,1,3.67759949527681,0,0,0,1,1
0.152614407927488,1,0,0,1,-3.04216676391661,1,0,1,0,1
3.63244652075347,1,0,1,1,-2.95372049789876,0,0,0,0,1
6.80809530197415,0,0,0,1,-1.60626814235002,0,0,0,1,1
2.70651423181644,0,0,0,1,0.954729514196515,1,0,0,0,0
4.94637602152936,1,0,1,1,-0.26315082795918,0,0,1,0,1
3.49566378004289,1,0,0,1,0.305229071527719,1,0,0,0,0
4.07952762003833,1,0,1,1,2.53710555378348,0,0,0,0,0
3.95504001924945,1,0,1,1,-2.84160367678851,0,0,1,0,0
6.79212104092692,1,0,0,1,-1.87675895169377,0,0,0,1,0
4.33517068046442,1,0,0,1,-5.74126616120338,0,0,1,1,1
4.88001851721462,0,0,1,1,0.326389824040234,0,0,1,0,1
0.878705666776566,0,0,0,1,-2.47087695635855,1,0,1,0,0
2.5758507922917,0,0,0,1,1.733029326424,1,0,0,0,0
4.81795605308432,0,0,1,1,1.17018255405128,0,0,1,0,1
4.61400849843037,0,0,0,1,-5.5083498172462,0,0,0,1,0
1.29303642947357,0,0,1,1,4.74311429541558,0,0,1,0,1
2.05755429066063,1,0,1,1,-4.46928887162358,0,0,1,0,0
2.88930026798779,0,0,0,1,-1.04389046318829,1,0,1,0,1
1.07278733878494,1,1,0,0,1.62115109153092,0,0,1,0,0
12.7677079610982,1,1,0,0,9.06613742932677,0,0,0,0,1
4.41192724065796,1,0,1,1,2.5851582409814,0,0,1,0,1
4.36588130027894,0,0,1,1,2.42238495498896,0,0,0,0,0
1.31470434436995,1,0,0,1,-3.27230150811374,1,0,1,0,0
2.48095218491051,1,0,0,1,-0.675644287839532,1,0,0,0,1
7.78390049616639,1,1,0,0,-3.77136921975762,0,0,1,0,0
4.82723385832578,1,0,1,1,0.338088884018362,0,0,0,0,0
3.15669744670126,0,0,0,1,0.659917718730867,1,0,1,0,0
5.02862933686897,1,0,1,1,0.419204062782228,0,0,0,0,0
9.33313174749753,1,1,0,0,-4.79145229794085,0,0,1,0,0
3.87450533523002,1,0,1,1,-3.00150497350842,0,0,1,0,0
1.68807550482238,0,0,0,1,-2.99062125384808,1,0,1,0,0
4.7366745287287,0,0,1,1,-1.32261165417731,0,0,1,0,0
6.2977499344527,1,0,0,1,3.01822507753968,0,0,0,1,0
3.15173110303602,1,0,0,1,0.753815225325525,1,0,1,0,1
1.06869899501425,1,0,0,1,2.84893931820989,1,0,0,0,1
13.9345632553301,1,1,0,0,-7.6413322519511,0,0,1,0,1
10.8926395817691,0,1,0,0,7.93915214948356,0,0,0,0,0
3.26809507717003,1,0,0,0,5.13225873466581,0,1,1,0,0
1.33305872935501,0,0,0,1,2.73073501419276,1,0,1,0,1
4.8736185058558,1,0,1,1,0.641063540242612,0,0,1,0,0
6.97804607610422,1,0,0,1,-1.00981539580971,0,0,0,1,1
